"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"Seekers Wild","seekerswild.com","derek@seekerswild.com",,,,,"507-272-5320","Seekers Wild is outdoor experiences for youth and adults alike. Through our summer camps and other outdoor education programs we seek to instill respect for, and knowledge of the natural world around us with the goal to create a community with a high quality of life. Our programs are based out of the LaCrosse, WI area but we also travel to the surrounding wild places seeking adventure, connection, and living the best life we can.",7,99,"No","Yes","No","Adventure/Outdoors","Nature Programs","Rafting
Wilderness","Fishing","Canoeing",,,,,49,"Per_day","Active","https://www.facebook.com/SeekersWild","No","http://www.seekerswild.com/uploads/1/1/8/6/11864442/1406924212.png","http://www.seekerswild.com/uploads/1/1/8/6/11864442/7404009_orig.jpg",,,,,
"Blue Mountain Ski Area","skibluemt.com","adventurecamp@skibluemt.com","1660 BLUE MOUNTAIN DRIVE","PALMERTON","PA",18071,"610-826-7700","Give your child the gift of adventure with Blue Mountain Adventure Camp.  It’s a fun-filled program that helps your child connect with nature while building confidence, self-esteem and lifelong friendships.  Your child will experience the adventure of a lifetime through our high & low ropes challenge courses, climbing walls, ziplines, kayaking, archery, outdoor laser tag and more based on each camper's themed track.  Plus, there are off-site field trip opportunities for horseback riding and whitewater rafting.  Your child will love their wilderness adventure, and you’ll love hearing “There’s always something fun to do at Blue!”",8,14,"Yes","Yes","Yes","Adventure/Outdoors","Skiing and snowboarding","Hiking","Nature Programs","Kayaking","Creative Arts","Archery",,,399,"Per_session","Active","https://www.facebook.com/SkiBlueMt","Yes","https://www.skibluemt.com/images/logo2x.png","https://www.skibluemt.com/media/1047/high-ropes-course-compressed.jpg?crop=0,0.284708124768261,0,0.27925183073785687&cropmode=percentage&width=800&height=245&rnd=130541308250000000",,,,,
"Weymouth Country Club","http://www.weymouthcc.com/","kmaust12@pga.com","3946 Weymouth Rd","Medina","OH",44256,"330-725-3186","Our Junior Golf Program offers a practice and play instructional program for all juniors regardless of age or skill level which focuses on improving each child's game with drills, practice routines, course play and best of all, tons of FUN. If you want to your child to learn the game and improve their skill while having FUN this summer and enjoy the game as much as you do, then don’t delay and Sign Up today for our Junior Golf Program. It’s the gift that lasts a lifetime!",5,99,"Yes","No","No","Golf",,,,,,,,,,,"Active","https://www.facebook.com/pages/Weymouth-Country-Club/198044533293","No","N/A","N/A",,,,,"No usable pics"
"Surf Into Summer","http://www.surfintosummer.com/","SurfIntoSummer@gmail.com","696 Atlantic Ave","Neptune Beach","GA",32266,"(904) 962-7873","At Surf into Summer, campers will learn from the top surfers in North Florida. Campers will not only learn the basics of paddling and how to stand up on a board, but also important knowledge on beach and water safety from the CPR certified instructors.",7,18,"Yes","Yes","No","Surfing",,,,,,,,,205,"Per_session","Active","https://www.facebook.com/SurfIntoSummerSurfCamp","Yes","N/A","https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10559934_691520770896728_1939145326186495959_n.jpg?oh=fbd361513319c29851d3eebb8a9149cd&oe=54DAA603",,,,,
"University of Georgia Gymnastics","http://www.georgiadogs.com/camps/w-gym-camps.html","knathe@sports.uga.edu","The University of Georgia","Athens","GA",30602,"706-542-2185","The University of Georgia offers a gymnastics summer camp held at the Suzanne Yoculan Gymnastics Center on the Campus of The University of Georgia! Work with the Georgia Coaching Staff as well as Current and Former Gym Dogs! At camp, we offer great Gymnastics Instruction, Group Dances, Games, Themed Days, Skit Night, and tons of FUN!!! Camps are offered to kids 7-18. This is a commuter camp only.",7,18,"No","Yes","No","Gymnastics",,,,,,,,,500,"Per_session","Active","https://www.facebook.com/georgiabulldogs","Yes","N/A","http://grfx.cstv.com/photos/schools/geo/sports/w-gym/auto_bsi_wide/10526857.jpeg","Suzanne Yoculan Gymnastics Center on the Campus of The University of Georgia",,,,
"Oxbow Summer Art Camp","oxbowschool.org","summercamp@oxbowschool.org","530 Third Street","Napa","CA",94559,"707-592-6295","Welcome to the Oxbow Summer Art Camp, a unique experience for 14 to 16 year olds who love art. At Oxbow, we don’t do busy craft projects. Our art-immersion program encourages the exploration of each student’s creativity and vision. We provide campers exceptional instruction in the fundamentals of a variety of mediums. Students then have the opportunity to design and create their own projects. Campers benefit from the Oxbow philosophy that there is no limit to what they can create given an environment of high-level instruction, encouragement, and support. Campers return home with concrete evidence of their progress and the realization that they are capable of making great art.",14,16,"No","Yes","No","Creative Arts","Drawing and Painting","Sculpture","Printmaking","Photography and Video",,,,,3150,"Per_session","Active","https://www.facebook.com/pages/Oxbow-Summer-Art-Camp/70622731482?ref=ts","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/c0.0.160.160/p160x160/10577104_10152285359006483_1695416049148287073_n.jpg?oh=55ca3f1dac93262ccd59f17809b0ad98&oe=551A3265&__gda__=1426857179_0d3cad06d69bf4ac1fc9af3d626c4d83","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10537425_10152315159076483_6538532759692366987_n.jpg?oh=18629620a014b75fa861df7df5894284&oe=551A2BE1&__gda__=1427927732_19df4817b359b0fab474861eb64620b8",,,,,
"George Bryan Golf Academy","www.georgebryangolfacademy.com","cbutlergolf@gmail.com","1080 Mt Vernon Church Rd","Chapin","SC",29036,"803-781-2063","The George Bryan Golf Academy is the first golf academy for juniors in the midlands. It is the only learning institution to offer state of the art facilities, equipment, and technology; such as the MEGSA Perfect Practice and V-1 Computer Video Systems. A proven curriculum has been designed by a team of educators and golf experts. Curriculums are complete, current, constantly updated and most importantly proven!",4,18,"Yes","Yes","No","Golf",,,,,,,,,50,"Per_month","Phone or email","https://www.facebook.com/GBryangolf","No","http://www.georgebryangolfacademy.com/SiteImages/GBGA.JPG","http://www.georgebryangolfacademy.com/siteimages/IMG_0267.JPG",,,,,
"Alhambra Golf Course","www.alhambragolf.com",,"630 S Almansor St","Alhambra","CA",91801,"626-570-5059","Alhambra Golf Course is an official “Get Golf Ready Program” certified facility. Get Golf Ready is intended to bring juniors and adults into the game of golf in a fast, fun and gratifying way, offered through a series of 5 introductory lessons conducted by a PGA Professional in a small-group environment.",5,99,"Yes","No","No","Golf",,,,,,,,,,,"unclear","https://www.facebook.com/pages/Alhambra-Golf-Course/112556982093319","No","http://alhambragolf.com/ag/wp-content/uploads/2014/08/alhGOLFlogo081214.jpg","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/1557621_949974481684894_6851244074532064717_n.jpg?oh=a6ab0eb482da8ba1bbdb84495af1dcf1&oe=54DBF1FE&__gda__=1427911875_60e23ff7b5cb0f56072bba45fb83be7e",,,,,
"Temple Solel Camp Simcha","templesolel.net","solelyouth@yahoo.com","430 White Rd.","Glen Spey","NY",12737,"760-436-0654","Camp Simcha, which was introduced in 2000, is a summer day camp program for grades K-6 which meets at San Dieguito Park in Solana Beach.  Our Camp Director, Craig Parks, is committed to establishing an atmosphere in which children can nurture friendships, develop self-confidence, and strengthen their Jewish identity. This is accomplished by offering a full range of programs from exciting Jewish thematic activities to sports, arts & crafts, hiking, games, music, Oneg Shabbat, and singing.  Twice weekly recreational swimming is offered at the Lomas Santa Fe Boys and Girls Club. Camp Simcha counselors assist the trained and certified staff. Weekly field trips are also taken to places within San Diego County.",5,12,"No","Yes","No","Jewish","Sports","Creative Arts","Hiking","Music","Swimming",,,,480,"Per_session","Active","https://www.facebook.com/CampSimcha","Yes","N/A","https://scontent-b.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10616228_855386934473306_8362555890765395707_n.jpg?oh=9d18c657d7b20a8ee2a3eaf6259447bd&oe=5517460F",,,,,
"Camp Latona","camplatona.com","info@camplatona.com","127 W Esplanade,","Vancouver","BC","V7M 1A1","604-340-5634","Greetings from Camp Latona, where the ocean meets the rainforest, and our people stretch across the world. Camp Latona’s “spirit and songs” remain largely unchanged with expanded programming and facilities since the formation of the site as a summer camp and under the direction of the Archdiocese of Vancouver. Since 2007 Camp Latona is a non-denominational, private, co-ed overnight camp and Outdoor Education Centre dedicated to youth development and outdoor adventures. Each season we offer a variety of program options for individuals and groups to share learning and experiences in nature’s beauty.",7,99,"No","Yes","No","Adventure/Outdoors","Nature Programs","Hiking","Kayaking","Creative Arts","Archery","Canoeing","Fishing","Water Sports",210,"Per_session","Active","https://www.facebook.com/CampLatona","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p160x160/1234513_680664118642983_1626961326_n.jpg?oh=c89331e8b53f2d74549358b3f9528816&oe=551BD115&__gda__=1424108672_88007287eb2d24f911c8d0c1456a0b35","https://scontent-a.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/q83/p417x417/10649566_775523405823720_4894194735154300557_n.jpg?oh=4aca9bda05d44e9fa2ca6999041b322d&oe=550D9689",,,,,
"Brookwood","brookwood.edu","nlehrer@brookwood.edu","One Brookwood Road","Manchester","MA",1944,"978-525-6244","Summer at Brookwood creates a fun and supportive environment in which students thrive in athletics, enrichment, and the arts. We develop friendships, the body, the mind, and the imagination. Our summer camp staff - many of them Brookwood teachers, coaches, and alumni - are 100% committed to fostering a fun, safe, and exciting environment for your child.",5,18,"Yes","Yes","No","Multisport","Dance","Creative Arts","Performing Arts","Sewing",,,,,,,"unclear","https://www.facebook.com/pages/Brookwood-School-Manchester/177724950838","Yes","http://brookwood.edu/sites/brookwood.edu/files/brookwood-logo_0_0.png","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10349002_10153068390945839_5462421190759294064_n.jpg?oh=820b9ac0e1c0cecae2504dc535bc187b&oe=550CB642&__gda__=1424099668_25f2f31bc091227ed74b7048038be8c0",,,,,
"DOUG BRUNO GIRLS' BASKETBALL CAMP","http://brunocamp.net/","brunocamp@core.com","PO Box 578514","Chicago","IL",60657,"773-281-6057","Serving over 71,000 nationwide players since 1980, the Bruno camps have become synonymous with hard work, great fun, expert instruction and encouraging proper discipline for improvement in all phases of the game. Bruno’s emphasis is TEACHING: to provide each camper with knowledge of the game, personal skill development and techniques for self discipline in maximizing the players’ skills during a fun-filled, challenging, and competitive week of basketball activity. Camp is available to girls 7-18.",7,18,"No","Yes","No","Basketball",,,,,,,,,385,"Per_session","Active","https://www.facebook.com/BrunoBall","Yes","N/A","https://scontent-b.xx.fbcdn.net/hphotos-ash2/v/t1.0-9/1006027_512902878779077_709929857_n.jpg?oh=9a059c5879c267e8f31db9b3ae010610&oe=550C4A26",,,,,
"Brigantine INC","brigantine.ca","more@brigantine.ca","53 Yonge St.","Kingston","ON","K7M 6G4","613-544-5175","Sail training offers participants a fun and exciting way to learn sailing skills while making new friends. Voyaging aboard a traditional sailing ship is an experience unlike any other and requires teamwork, perseverance and a sense of adventure.​​​ On-board you will learn many new skills, from sailing theory and teamwork, to self-discipline, responsibility, and even how to steer the ship. A sail training voyage is a great opportunity to meet new people and share in an experience that will last you a lifetime.",12,18,"Yes","No","Yes","Sailing",,,,,,,,,150,"Per_session","Active","N/A","N/A","N/A","http://www.brigantine.ca/_/rsrc/1390835626812/the-program-the-ship/headership%20pagesm.jpg",,,,,
"Chicopee Woods Golf Academy","frasiergolf.com","cwjuniorgolf@yahoo.com","2515 Atlanta Highway","Gainesville","GA",30504,"770-534-7322","Chicopee Woods Junior Golf Academy will offer 2 junior camps in the summer. The Junior Program has grown to a new level and we are happily responding as the program is scheduled to increase in participation and in organization. Juniors, ages 7 -15 will be able to enjoy the camps with similar skill levels. We also offer junior golf lessons!",7,15,"Yes","Yes","No","Golf",,,,,,,,,40,"Per_session","unclear","https://www.facebook.com/pages/Chicopee-Woods-Golf-Instruction/228858762779","No","http://frasiergolf.com/Portals/295/Jeff-Frasier-952.png","https://scontent-b.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10449978_10152561952352780_4798675522233647072_n.jpg?oh=98a323a537cd09bc225192925bcb63c0&oe=54D7A318",,,,,
"Panamerican Driving School","www.panamericandrivingschool.com","panamds@inbox.com","2932 Fish Hatchery Rd","Fitchburg","WI",53713,"608-287-1160","Rest easy knowing that your son or daughter is fully prepared for the challenges of the road. Put your faith in our more than 30 years of experience in training drivers. Your child will be more likely to pass their test and to be ready for the road when they do so, and you could even save money on your car insurance! Your child can work their way up to driving with 15 available 2-hour classroom lessons, or they can take the wheel in our 60- and 90-minute training sessions.",15,99,"Yes","No","Yes",,,,,,,,,,348,"Per_session","unclear","https://www.facebook.com/pages/Panamerican-Driving-School/120211214663051?ref=br_tf","N/A","http://www.panamericandrivingschool.com/cs/Satellite?blobcol=urlimagefile&blobheader=image%2Fpng&blobheadername1=Content-Disposition&blobheadervalue1=inline%3B+filename%3Dpanamerican-driving-school-logo.png&blobkey=id&blobtable=UXImage&blobwhere=1385804632706&ssbinary=true&moddate=2014-01-23%2015:29:13","http://www.panamericandrivingschool.com/cs/Satellite?blobcol=urlimagefile&blobheader=image%2Fpng&blobheadername1=Content-Disposition&blobheadervalue1=inline%3B+filename%3Ddriving-education-fitchburg-wi-panamerican-driving-school2.png&blobkey=id&blobtable=UXImage&blobwhere=1385804647000&ssbinary=true&moddate=2014-01-23%2016:16:29",,,,,
"Orleans Yacht Club, Inc.","orleansyachtclub.org","office@orleansyachtclub.org","P.O. Box 145","Orleans","MA",2653,"508-255-9091","Since 1947, the OYC has been teaching the joys of sailing to generations of children. Children who learned to sail on Town Cove are now sending their own children and grandchildren. Everyone can learn to sail and skills learned can be used and enjoyed for a lifetime! Novice to experienced students can expect to spend plenty of time out on the water (using three classes of sailboats: Optis, Catalina/Precisions and 420s) as well as ""on land"" in the Clubhouse.  This combination of ""classrooms"" teach solid sailing & seamanship skills ranging from terminology, knot tying, sail trim, safety, and boat care, to advanced sailing theory, racing rules and tactics.",8,17,"Yes","Yes","No","Sailing",,,,,,,,,,,"unclear","https://www.facebook.com/oycjuniorsailing","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/c65.61.762.762/s160x160/550404_10150880554831434_261186166_n.jpg?oh=3b93d4dda19725c5a5109347d406a7df&oe=54D82148&__gda__=1427095531_0ce9ecdfe74aa8473bf7119b42583a58","https://scontent-b.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1005572_10151454056111434_497970270_n.jpg?oh=4e55514af807f8d9b351a91b616b5ab5&oe=54E0ADFD",,,,,"No pricing info on site or Active"
