"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Wushu Central Martial Arts Academy","http://www.wushucentral.com/","info@wushucentral.com","879 Coleman Ave. #40 ","San Jose",95110,"(408) 850-9479","A family-oriented martial arts school teaching Kung Fu and Tai Chi. Our curriculum includes empty-hand styles, animal styles, weapon training, and acrobatic tumbling. Classes available for children ages 2+ and adults.","CA",2,99,"yes","yes","yes","Martial Arts",,,"Tumbling",,,"web form, phone, email","https://www.facebook.com/wushucentral/timeline","yes","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/184828_525089310836631_898589238_n.jpg?oh=94cf82cd0b488e0380f6d2b67ab35e05&oe=54FE23A5","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/10007313_834434666568759_6464737762571842553_o.jpg"
"Pulido's Pro-Fitness","http://www.pulidosprofitness.com/","lindapulido1@gmail.com","30 Third St","Gilroy",95020,"(408) 846-9860","In  Pulido's Pro-fitness we also offer classes for Tae Kwon Do, kickboxing, Muay Thai and stick fighting. Instructor GM Pulido 16 world time world Champion.","CA",4,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/pages/Pulidos-Pro-Fitness/74256067973?sk=timeline","yes","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/1175455_10151800590967974_194914152_n.jpg?oh=a9fed3186337c22062fac99ce8b6e45c&oe=551B431A&__gda__=1426928085_93e89e3bf4289c4096ae10eb8560e329","http://www.pulidosprofitness.com/uploads/1/3/7/9/13796385/7101382_orig.jpg"
"USA Wado-Ryu Torrance","http://www.usawadoryu.com/","usawado@cox.net","2900 W Sepulveda Blvd","Torrance",90505,"(949) 233-2691","Kyoshi-Shihan Shoji Nishimura is the chief karate instructor of USA Wado-ryu Karate-do Renmei in California.  He has over 40 years experience in Karate and holds 7th degree black belt. USA Wado-Ryu Karate-do Renmei has three easy to reach locations in Orange County, California.  The main Dojo or Instruction center is in  Laguna Niguel with other classes located in  Huntigton Beach and Torrence.","CA",,,"yes","yes",,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/pages/USA-Wado-Ryu-Karate-Do/120292461315386?sk=timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfp1/t31.0-8/904830_594381917239769_1216187890_o.jpg","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/10580765_836433799701245_3579742128285137269_o.jpg"
"Traditional Aikido of Sonoma","http://www.traditional-aikido.com","dojo-cho@sonic.net","3168 Condo Court #B","Santa Rosa",95403,"(707) 523-3200","Traditional Aikido of Sonoma offers a rare opportunity to study and train O'Sensei Morihei Ueshiba's Aikido. Ian Noel Kennedy 5th dan and Nathan Feileacan 3rd dan are the chief instructors.  Paul Olszewski 2nd dan runs the kids aikido progam on Sundays. Classes in this form of self defense are ongoing, and offered in a non-competitive atmosphere for all ages.","CA",6,99,"yes",,,"Martial Arts",,,,30,"per_month","phone, email","https://www.facebook.com/TraditionalAikidoOfSonoma/timeline","no","http://www.traditional-aikido.com/images/TAOS_logo.gif","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/7906_10153285484025131_575384575_n.jpg?oh=37b82d91367edcf29f80dd6db1b3aba9&oe=551DDD8C"
"Alameda Aikikai","http://alamedaaikido.com","elmer@alamedaaikido.com","2025 Clement Ave","Alameda",94501,"(877) 331-3553","Alameda Aikikai offers beginning through advanced classes in aikido, weapons, Iaido, as well as  Zazen meditation.Teacher training program is available if interested. Alameda Aikikai was established by Mike Flynn, Shihan in January 1991 and is affiliated with   Birankai North America established by T.K. Chiba, Shihan. Chief Instructor Elmer Tancinco, 5th degree black belt, Shidoin, studied directly under Mike Flynn, Shihan. He is also a graduate of the Kenshusei program, a rigorous teacher training program for dedicated practitioners of the art who are devoted to transmitting and preserving aikido. He has taught at National Universities, and taught seminars in United Kingdom, Portugal, Australia.","CA",5,99,"yes",,,"Martial Arts",,,,80,"per_month","phone, email","https://www.facebook.com/pages/ALAMEDA-AIKIKAI/43941686793?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10609412_10152370729026794_8844211408517026344_n.jpg?oh=3b71c19879a3451e9d336cde3b692d5e&oe=55116635","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/t31.0-8/s960x960/471297_10150951872916794_173268865_o.jpg"
"Riverside Shotokan Karate","http://www.amyskarate.com","amy@amyskarate.com","20010 Orange Terrace Pkwy","Riverside",92508,"(909) 275-0558","Classes are offered through the City of Riverside Park & Recreations. Sensei Hung is a Shan-dan in Shotokan karate. She has been involved in karate for several years as a competitor, instructor, and referee. Sensei still competes locally, nationally, and internationally, and has placed in several tournaments around the globe. Mission Statement: to educate children through an activity promoting discipline, confidence, responsibility, and self defense.","CA",,,"yes",,,"Martial Arts",,,,49,"per_4 weeks","online, phone, email","https://www.facebook.com/RiversideShotokan/timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/399154_426950940655954_384675317_n.jpg?oh=513d611107e8f3c406512b808ef6d1be&oe=55114661","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/1551530_737070662971689_2055603676_n.jpg?oh=4a32eb64b4a4bc3a38d044de66f66d4a&oe=550AF231&__gda__=1427012565_bf4a6bd0f025f8f55279a9f4d2010309"
"Nicky's Pro Karate","http://www.npkarate.com","info@npkarate.com","3840 Old Topanga Rd.","Calabasas",91302,"(818)225-9392","Nicky's Pro Karate Mixed Martial Arts Fighting System is a combination of Boxing, Muay Thai, Tae Kwon Do, traditional Karate, submission grappling and Bulgarian Military Hand-to-Hand combat (SRB) organized in a progressive, battle tested curriculum with the prime goal being body/mind development and self-discovery. Established in 2002, Nicky's Pro Karate has been dedicated to shaping the successful lives of hundreds of families in Calabasas and the surrounding areas.  This 11-year commitment to being the best in Martial Arts training has resulted in a sterling reputation for owner, Nikolay Sartchadjiev (Master Nicky), and his motivated staff.  Nicky's Pro Karate is the premier Mixed Martial Arts Studio in the West San Fernando Valley.","CA",4,99,"yes","yes",,"Martial Arts",,,"Kickboxing",,,"web form, phone, email","https://www.facebook.com/pages/Nickys-Pro-Karate-The-Training-Zone/118551156592?sk=timeline","no","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/331248_10151192497581593_254070910_o.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/1380230_10151765498121593_1320820063_n.jpg?oh=42b9021ba4a5a8eb321bf25058136d79&oe=551A16A9"
"Health & Karate Center","http://www.healthandkarate.com/","kevin@healthandharate.com","1944 Central Ave","McKinleyville",95519,"(707) 839-5255","The Health and Karate Center is a family martial arts program and is built around attitudes of peace and balance, safety, and respect. We ask that these be the first and foremost goals that you strive for in pursuing martial arts training. Located in Humboldt County, California, we provide the most effective health and safety guidance available with the most positive and user-friendly training. Here at the Health and Karate Center, we train in a unique and flexible system allowing you to benefit from the energy of everyone working toward a similar goal. This means you may attend most of our classes with no additional cost and on whatever schedule works for you. Each of the programs at the Health and Karate Center is aimed at rapid, yet realistic, progress. You will not finish looking or feeling like you did when you started.","CA",,,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/mckinleyvillehealthandkarate/timeline","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/533942_187326878071464_12675216_n.jpg?oh=5ccd38352f0ed065b3df02720dc77c2d&oe=54FC5C12","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/406904_188475161289969_417351436_n.jpg?oh=206fd6683d154dc4c7e11733eb16ee8e&oe=55162AEE"
"Martial Arts America","http://www.maakarate.com",,"243-A Main St","Pleasanton",94566,"(925) 846-1700","Martial Arts America is the largest group of professional martial arts  schools in the world.  Founded on the principles of teaching excellence, personal attention and tradition, we provide you with the most complete and effective methods to reach your full potential. At Martial Arts America, our instructors are personally selected, not only for their martial arts skills, but also for their ability to effectively communicate their knowledge and understanding to students of all ages.  Through a special company sponsored program of advanced training they are continuously upgrading their skills.  It is no surprise that Martial Arts America instructors are ranked among the finest in the world. At Martial Arts America we are interested not only in self defense skills, but also in the complete personal development of each student.  Individual attention is a feature of each and every class, allowing Martial Arts America students to progress quickly and easily toward their personal goals.  Our instructors take seriously their responsibility as role models for younger students, teaching them the importance of strong character, leadership and good values.","CA",4,99,"yes","yes","yes","Martial Arts",,,,,,"online, phone, email",,,"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpf1/v/t1.0-1/p320x320/1176183_10202213526482807_1725629750_n.jpg?oh=c4009fcfe5407188cd62fd5050a7ebf4&oe=55171F10&__gda__=1426239623_167d95361243940362a3683e03ba0ccd","http://www.maakarate.com/New/2767.jpg"
"Dawn Barnes Karate Kids","http://www.karatekids.net/","kkwoodlandhills@gmail.com","23317 Mulholland Dr","Woodland Hills",91364,"(818) 591-2424","Classes at Karate Kids focus on developing RESPECT, FOCUS, and COURAGE…all the skills our kids need to take care of themselves one day. We also offer more classes for more age groups than any martial arts school in town. That’s because we teach children only! We are the experts in teaching children karate.","CA",2,14,"yes",,"yes","Martial Arts",,,,,,"web form, phone, email",,,"http://www.karatekids.net/wp-content/uploads/2014/10/masthead31.png",
"Stephen J. Amsler's Martial Arts Center","ww.samsler.com",,"18627 Brookhurst St. #213","Fountain Valley",92708,"(714) 504-5060","Stephen Amsler and staff have been professionally teaching Taekwondo in Orange County, CA for over 22 years. We are dedicated to helping children and adults develop confidence through the study of martial arts. Master Amsler provides all of our students with a Taekwondo Curriculum Book and DVD so that you can train at home as well as in class. Our qualified Black Belt instructors are energetic and outgoing. They have advanced training and continue to upgrade their skills. They also have a sincere interest in helping you reach your physical and mental goals.","CA",3,99,"yes",,,"Martial Arts",,,,6,"per_class","web form, phone","https://www.facebook.com/samslertkd/timeline","no","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/181890_544212782275599_1081383214_n.jpg?oh=b08ff921f227ac5c756c476351eda5c7&oe=551A69DA&__gda__=1427823955_b5045285329e718592fdd8fdc7887785","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/576406_544211262275751_1823000464_n.jpg?oh=d3cd7506b6ef9666653cc31633284e91&oe=54D24194"
"Anzu Martial Arts","http://www.anzumartialarts.com/","anzumartialarts@hotmail.com","13742 1/2 Amar Rd","La Puente",91746,"(626) 918-0117","We offer classes in Traditional and Olympic style of Tae Kwon Do, weapons as well as a Mix Martial Art of Hap Ki Do self defense Techniques that consist of locking, throwing, summision and escaping techniques from different positions. In addition through our Martial Arts Classes we teach Discipline, Respect, Courtesy, Integrity, Perseverance, Self Control, Self Defense and Morals as part of character building. Our children's classes help our students to keep active and focus in their schoolwork and at home. IN today's society not only is it profitable for our chldren to know how to defend themselfves and how to avoid dangerous situations, it's a necessity. Our adult's classes help our students to build up their physical conditioning and endurance. It has improved their reaction, coordination,flexibility, and level of confidence. It is great for weight loss and helps relieve stress and tension.  It is also great for adults that are looking for something positive to invest their time and energy into.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/Anzu-Martial-Arts/116673455023461?sk=timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/t31.0-8/191390_203023403055132_5420666_o.jpg","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/t31.0-8/10541382_824159787608154_7533029104209208702_o.jpg"
"Vision Martial Arts","http://www.silvercreekkarate.com","masterkwaldschmidt@abkmartialarts.com","5667 Silver Creek Valley Rd. Space #10","San Jose",95135,"(408) 528-6639","Vision Martial Arts specializes in Kids Martial Arts, and Adult Martial Arts.  Our training programs are comprehensive and balanced and offer students the ability to learn technique, strength, self-confidence, self-esteem, and self-defense.   At Vision Martial Arts we want our students to feel comfortable in class and to really get the most out of 
their time spent here.  Individuals will practice, progress, and accomplish while training here at our San Jose Martial Arts facility.","CA",3,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/SilverCreekKarate/timeline","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1521787_689095984454607_1238664017_n.jpg?oh=ed1816c47728ba88ed13d1222834c260&oe=54D1FC11","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/553682_378107455553463_1036928287_n.jpg?oh=f8228e8a92f578e7af61d016140813a8&oe=54FCB322&__gda__=1426993029_8d73fd2f62a1d39f8fbcaa200c41c4ac"
